user,name,url,license,stars,status
coinbae,coinbae,https://github.com/Coinbae/coinbae,MIT License,1,null
redom,redom,https://github.com/redom/redom,MIT License,3255,null
chamilo,chamilo-lms,https://github.com/chamilo/chamilo-lms,GNU General Public License v3.0,686,null
hoaproject,Ruler,https://github.com/hoaproject/Ruler,null,623,null
tenancy,multi-tenant,https://github.com/tenancy/multi-tenant,MIT License,2448,null
BioJulia,Bio.jl,https://github.com/BioJulia/Bio.jl,MIT License,257,null
nusmodifications,nusmods,https://github.com/nusmodifications/nusmods,MIT License,497,null
natario1,CameraView,https://github.com/natario1/CameraView,Other,4651,null
symfony,symfony,https://github.com/symfony/symfony,MIT License,28443,null
lusaxweb,vuesax,https://github.com/lusaxweb/vuesax,MIT License,5586,null
croogo,croogo,https://github.com/croogo/croogo,Other,822,null
electron,electron,https://github.com/electron/electron,MIT License,107800,null
TypedProject,null,null,null,null,User not found
SpaceVim,SpaceVim,https://github.com/SpaceVim/SpaceVim,GNU General Public License v3.0,19920,null
thelounge,thelounge,https://github.com/thelounge/thelounge,MIT License,5072,null
darkreader,darkreader,https://github.com/darkreader/darkreader,MIT License,16860,null
framework7io,framework7,https://github.com/framework7io/framework7,MIT License,17344,null
celery,celery,https://github.com/celery/celery,Other,21710,null
CaenCamp,jobs-caen-camp,https://github.com/CaenCamp/jobs-caen-camp,GNU General Public License v3.0,9,null
shanalikhan,code-settings-sync,https://github.com/shanalikhan/code-settings-sync,MIT License,3982,null
Radarr,Radarr,https://github.com/Radarr/Radarr,GNU General Public License v3.0,7655,null
keepassxreboot,keepassxc,https://github.com/keepassxreboot/keepassxc,Other,16213,null
jantimon,html-webpack-plugin,https://github.com/jantimon/html-webpack-plugin,MIT License,10469,null
jamtatic,null,null,null,null,User not found
degree9,meta,https://github.com/degree9/meta,MIT License,133,null
developerdo,DeveloperDo,https://github.com/DeveloperDo/DeveloperDo,null,0,null
weareopencoop,null,null,null,null,User not found
android-pasword-store,null,null,null,null,User not found
CoderAKL,null,null,null,null,User not found
treetlives,null,null,null,null,User not found
WeChatTweak-macOS,null,null,null,null,User not found
codebar,tutorials,https://github.com/codebar/tutorials,null,246,null
catel,Catel,https://github.com/Catel/Catel,Other,802,null
Binaryify,NeteaseCloudMusicApi,https://github.com/Binaryify/NeteaseCloudMusicApi,MIT License,28296,null
salesforce,LAVIS,https://github.com/salesforce/LAVIS,"BSD 3-Clause ""New"" or ""Revised"" License",5518,null
omocom,null,null,null,null,User not found
moleculerjs,moleculer,https://github.com/moleculerjs/moleculer,MIT License,5704,null
skylines-project,skylines,https://github.com/skylines-project/skylines,GNU Affero General Public License v3.0,373,null
CaptainFact,captain-fact-api,https://github.com/CaptainFact/captain-fact-api,GNU Affero General Public License v3.0,177,null
thom4parisot,crx,https://github.com/thom4parisot/crx,MIT License,484,null
ponylang,ponyc,https://github.com/ponylang/ponyc,"BSD 2-Clause ""Simplified"" License",5434,null
tabler,tabler,https://github.com/tabler/tabler,MIT License,34527,null
express-validator,express-validator,https://github.com/express-validator/express-validator,MIT License,5861,null
jekyll,jekyll,https://github.com/jekyll/jekyll,MIT License,46816,null
pods-framework,pods,https://github.com/pods-framework/pods,GNU General Public License v2.0,1013,null
BrainJS,brain.js,https://github.com/BrainJS/brain.js,MIT License,13764,null
xwiki-lab,null,null,null,null,User not found
humanitarian-ai,IATIPlus,https://github.com/Humanitarian-AI/IATIPlus,MIT License,4,null
torontojs,torontojs.com,https://github.com/torontojs/torontojs.com,null,82,null
codeuino,social-platform-donut-frontend,https://github.com/codeuino/social-platform-donut-frontend,null,205,null
ariakit,ariakit,https://github.com/ariakit/ariakit,MIT License,6862,null
mint-lang,mint,https://github.com/mint-lang/mint,"BSD 3-Clause ""New"" or ""Revised"" License",3869,null
pmndr,CFGTeam3,https://github.com/pmndr/CFGTeam3,null,0,null
btargac,excel-parser-processor,https://github.com/btargac/excel-parser-processor,MIT License,208,null
vueComponent,ant-design-vue,https://github.com/vueComponent/ant-design-vue,Other,18235,null
catfan,Medoo,https://github.com/catfan/Medoo,MIT License,4688,null
pastelsky,bundlephobia,https://github.com/pastelsky/bundlephobia,MIT License,8024,null
RichardLitt,standard-readme,https://github.com/RichardLitt/standard-readme,MIT License,5585,null
cheton,infinite-tree,https://github.com/cheton/infinite-tree,MIT License,154,null
vulhub,vulhub,https://github.com/vulhub/vulhub,MIT License,14237,null
peers,peerjs,https://github.com/peers/peerjs,MIT License,11269,null
wojtekmaj,react-pdf,https://github.com/wojtekmaj/react-pdf,MIT License,7255,null
libreops,libredns.gr,https://github.com/libreops/libredns.gr,GNU Affero General Public License v3.0,22,null
Offcoure,null,null,null,null,User not found
txdug,txdug.github.io,https://github.com/TxDUG/txdug.github.io,GNU General Public License v3.0,0,null
ujjwalguptaofficial,JsStore,https://github.com/ujjwalguptaofficial/JsStore,MIT License,749,null
dooboolab-community,react-native-iap,https://github.com/dooboolab-community/react-native-iap,MIT License,2420,null
opensourcediversity,opensourcediversity.org,https://github.com/opensourcediversity/opensourcediversity.org,GNU Affero General Public License v3.0,214,null
24OI,gcc_five_minute,https://github.com/24OI/gcc_five_minute,null,23,null
backyourstack,backyourstack,https://github.com/backyourstack/backyourstack,MIT License,184,null
drupaldiverity,null,null,null,null,User not found
xlayers,xlayers,https://github.com/xlayers/xlayers,Apache License 2.0,804,null
db-migrate,node-db-migrate,https://github.com/db-migrate/node-db-migrate,Other,2260,null
devstaff-crete,DevStaff-Heraklion,https://github.com/devstaff-crete/DevStaff-Heraklion,null,157,null
MichaelMure,git-bug,https://github.com/MichaelMure/git-bug,GNU General Public License v3.0,7750,null
davidkpiano,react-redux-form,https://github.com/davidkpiano/react-redux-form,MIT License,2076,null
staltz,rxmarbles,https://github.com/staltz/rxmarbles,"BSD 3-Clause ""New"" or ""Revised"" License",4174,null
gitcoinco,web,https://github.com/gitcoinco/web,Other,1658,null
smooth-code,smooth-ui,https://github.com/smooth-code/smooth-ui,MIT License,1598,null
vuetifyjs,vuetify,https://github.com/vuetifyjs/vuetify,MIT License,37355,null
AssemblyScript,assemblyscript,https://github.com/AssemblyScript/assemblyscript,Apache License 2.0,15638,null
Arronk,My-Coding-Journey,https://github.com/Arronk/My-Coding-Journey,null,1,null
Wobbly-App,wobbly.app,https://github.com/Wobbly-App/wobbly.app,GNU General Public License v3.0,16,null
AlchemyCMS,alchemy_cms,https://github.com/AlchemyCMS/alchemy_cms,"BSD 3-Clause ""New"" or ""Revised"" License",792,null
okonet,lint-staged,https://github.com/okonet/lint-staged,MIT License,11914,null
imiphp,imi,https://github.com/imiphp/imi,Other,1052,null
OpenChemitry,null,null,null,null,User not found
intelligo-ystems,null,null,null,null,User not found
solidusio,solidus,https://github.com/solidusio/solidus,Other,4670,null
nwtime,linuxptp,https://github.com/nwtime/linuxptp,GNU General Public License v2.0,9,null
pnpm,pnpm,https://github.com/pnpm/pnpm,MIT License,24192,null
neutralinojs,neutralinojs,https://github.com/neutralinojs/neutralinojs,Other,6768,null
jfoenixadmin,JFoenix-Website,https://github.com/jfoenixadmin/JFoenix-Website,null,2,null
reactj-dallas,null,null,null,null,User not found
s4n7h0,xvwa,https://github.com/s4n7h0/xvwa,GNU General Public License v3.0,1621,null
sous-chefs,docker,https://github.com/sous-chefs/docker,Apache License 2.0,1313,null
kucherenko,jscpd,https://github.com/kucherenko/jscpd,MIT License,3087,null
dicordhooks,null,null,null,null,User not found
docToolchain,docToolchain,https://github.com/docToolchain/docToolchain,MIT License,621,null
olton,Metro-UI-CSS,https://github.com/olton/Metro-UI-CSS,MIT License,6989,null
electron-react-boilerplate,electron-react-boilerplate,https://github.com/electron-react-boilerplate/electron-react-boilerplate,MIT License,21439,null
Qeyno,conversational-form,https://github.com/Qeyno/conversational-form,MIT License,0,null
opal,opal,https://github.com/opal/opal,MIT License,4745,null
scorelab,Bassa,https://github.com/scorelab/Bassa,GNU General Public License v3.0,161,null
tom-englert,RegionToShare,https://github.com/tom-englert/RegionToShare,GNU General Public License v3.0,394,null
kblok,WhatsAppBot,https://github.com/kblok/WhatsAppBot,MIT License,32,null
MontFerret,ferret,https://github.com/MontFerret/ferret,Apache License 2.0,5398,null
unifiedjs,unified,https://github.com/unifiedjs/unified,MIT License,3860,null
untitledfolder,cypherphilly,https://github.com/untitledfolder/cypherphilly,null,24,null
wslutilities,wslu,https://github.com/wslutilities/wslu,GNU General Public License v3.0,2808,null
Integerous,goQuality-dev-contents,https://github.com/Integerous/goQuality-dev-contents,MIT License,7830,null
energydrink9,functional-data-grid,https://github.com/energydrink9/functional-data-grid,MIT License,129,null
NTMC-Community,MatchZoo,https://github.com/NTMC-Community/MatchZoo,Apache License 2.0,3769,null
galio-org,galio,https://github.com/galio-org/galio,MIT License,3027,null
ng-alain,ng-alain,https://github.com/ng-alain/ng-alain,MIT License,4464,null
ldnclj,Coloured-Balls,https://github.com/ldnclj/Coloured-Balls,GNU General Public License v3.0,14,null
-,test,https://github.com/-/test,null,5,null
edgecollective,circuitpython-flash-logger,https://github.com/edgecollective/circuitpython-flash-logger,null,4,null
maskarade,Android-Orma,https://github.com/maskarade/Android-Orma,Other,440,null
tech-conferences,confs.tech,https://github.com/tech-conferences/confs.tech,MIT License,1714,null
glennreyes,graphpack,https://github.com/glennreyes/graphpack,MIT License,1998,null
Midnight-Lizard,Midnight-Lizard,https://github.com/Midnight-Lizard/Midnight-Lizard,MIT License,559,null
tuist,tuist,https://github.com/tuist/tuist,MIT License,3420,null
gitextensions,gitextensions,https://github.com/gitextensions/gitextensions,Other,7015,null
pre-commit,pre-commit,https://github.com/pre-commit/pre-commit,MIT License,10513,null
poliastro,poliastro,https://github.com/poliastro/poliastro,MIT License,748,null
ctlos,ctlosiso,https://github.com/ctlos/ctlosiso,GNU General Public License v3.0,160,null
pug-php,pug,https://github.com/pug-php/pug,MIT License,373,null
briannesbitt,Carbon,https://github.com/briannesbitt/Carbon,MIT License,16180,null
kivy,kivy,https://github.com/kivy/kivy,MIT License,15980,null
CircleUBI,null,null,null,null,User not found
znarf,bouncer,https://github.com/znarf/bouncer,MIT License,51,null
thpatch,thcrap,https://github.com/thpatch/thcrap,The Unlicense,446,null
kitspace,awesome-electronics,https://github.com/kitspace/awesome-electronics,Creative Commons Zero v1.0 Universal,4805,null
sokra,rawact,https://github.com/sokra/rawact,MIT License,2547,null
kera-team,null,null,null,null,User not found
zxing-js,library,https://github.com/zxing-js/library,Apache License 2.0,1909,null
camelot-dev,camelot,https://github.com/camelot-dev/camelot,MIT License,1996,null
ShawnLin013,NumberPicker,https://github.com/ShawnLin013/NumberPicker,MIT License,1012,null
helio-fm,helio-workstation,https://github.com/helio-fm/helio-workstation,GNU General Public License v3.0,2703,null
floating-ui,floating-ui,https://github.com/floating-ui/floating-ui,MIT License,25744,null
GridtNetwork,gridt-client,https://github.com/GridtNetwork/gridt-client,Other,3,null
nervj,null,null,null,null,null
colorswall,CSS-file-icons,https://github.com/colorswall/CSS-file-icons,null,311,null
amethyt,null,null,null,null,null
NServiceBuExtensions,null,null,null,null,User not found
rvm,rvm,https://github.com/rvm/rvm,Other,4956,null
latinxinai,AI-Educational-Resources,https://github.com/latinxinai/AI-Educational-Resources,MIT License,12,null
reactdenver,reactdenver.com,https://github.com/reactdenver/reactdenver.com,null,6,null
aletheon,eleutherios-website,https://github.com/aletheon/eleutherios-website,MIT License,1,null
jovotech,jovo-framework,https://github.com/jovotech/jovo-framework,Apache License 2.0,1647,null
laravel-zero,laravel-zero,https://github.com/laravel-zero/laravel-zero,null,3351,null
Puer-project,null,null,null,null,User not found
OmkarPathak,pygorithm,https://github.com/OmkarPathak/pygorithm,MIT License,4311,null
petrk94,ownhealthrecord,https://github.com/petrk94/ownhealthrecord,null,187,null
webprofuion,null,null,null,null,User not found
deep-cover,deep-cover,https://github.com/deep-cover/deep-cover,MIT License,204,null
MithrilJS,mithril.js,https://github.com/MithrilJS/mithril.js,MIT License,13655,null
RicoSuter,NSwag,https://github.com/RicoSuter/NSwag,MIT License,5917,null
wordpres,null,null,null,null,null
dribdat,dribdat,https://github.com/dribdat/dribdat,MIT License,49,null
twbs,bootstrap,https://github.com/twbs/bootstrap,MIT License,164241,null
meituan,YOLOv6,https://github.com/meituan/YOLOv6,GNU General Public License v3.0,5042,null
gwtproject,gwt,https://github.com/gwtproject/gwt,null,1412,null
AnicyberUS,null,null,null,null,User not found
crystal-lang,crystal,https://github.com/crystal-lang/crystal,Apache License 2.0,18535,null
activeadmin,activeadmin,https://github.com/activeadmin/activeadmin,MIT License,9350,null
eslint,eslint,https://github.com/eslint/eslint,MIT License,22830,null
projectM-visualizer,projectm,https://github.com/projectM-visualizer/projectm,GNU Lesser General Public License v2.1,2693,null
jellyfin,jellyfin,https://github.com/jellyfin/jellyfin,GNU General Public License v2.0,22788,null
razerdp,BasePopup,https://github.com/razerdp/BasePopup,Apache License 2.0,4958,null
JonyFang,FFPopup,https://github.com/JonyFang/FFPopup,MIT License,856,null
JoshClose,CsvHelper,https://github.com/JoshClose/CsvHelper,Other,4162,null
implysecure,null,null,null,null,User not found
jacobwgillepie,null,null,null,null,User not found
bagisto,bagisto,https://github.com/bagisto/bagisto,MIT License,6270,null
peermaps,peermaps,https://github.com/peermaps/peermaps,Other,298,null
tootsuite,null,null,null,null,null
miscord,miscord,https://github.com/miscord/miscord,MIT License,258,null
spencerwooo,onedrive-vercel-index,https://github.com/spencerwooo/onedrive-vercel-index,MIT License,2602,null
racaljk,null,null,null,null,null
nrepl,nrepl,https://github.com/nrepl/nrepl,null,677,null
chriso,redback,https://github.com/chriso/redback,MIT License,544,null
nuke-build,nuke,https://github.com/nuke-build/nuke,MIT License,1918,null
kiwitcm,null,null,null,null,User not found
fluffo,null,null,null,null,null
octobercm,null,null,null,null,User not found
ethereum-magician,null,null,null,null,User not found
browehandsfree,null,null,null,null,User not found
ymfony,null,null,null,null,User not found
asemblee-virtuelle,null,null,null,null,User not found
obsproject,obs-studio,https://github.com/obsproject/obs-studio,GNU General Public License v2.0,48342,null
jerverless,jerverless,https://github.com/jerverless/jerverless,MIT License,184,null
Chinachu,Chinachu,https://github.com/Chinachu/Chinachu,Other,563,null
DicordFederation,null,null,null,null,User not found
openstf,stf,https://github.com/openstf/stf,Other,12829,null
badgen,badgen.net,https://github.com/badgen/badgen.net,ISC License,1309,null
openfoodfacts,openfoodfacts-androidapp,https://github.com/openfoodfacts/openfoodfacts-androidapp,Apache License 2.0,709,null
nannou-org,nannou,https://github.com/nannou-org/nannou,null,5287,null
caprover,caprover,https://github.com/caprover/caprover,Other,10538,null
versatica,mediasoup,https://github.com/versatica/mediasoup,ISC License,5336,null
tuskyapp,Tusky,https://github.com/tuskyapp/Tusky,GNU General Public License v3.0,2132,null
grok-prime,grok-prime,https://github.com/grok-prime/grok-prime,GNU General Public License v3.0,2,null
farmOS,farmOS,https://github.com/farmOS/farmOS,GNU General Public License v2.0,626,null
ericalli,static-site-boilerplate,https://github.com/ericalli/static-site-boilerplate,MIT License,1716,null
general-programming,double-slab,https://github.com/general-programming/double-slab,null,9,null
vedetta-com,caesonia,https://github.com/vedetta-com/caesonia,ISC License,776,null
grantjenks,python-sortedcontainers,https://github.com/grantjenks/python-sortedcontainers,Other,2967,null
hobby-kube,guide,https://github.com/hobby-kube/guide,MIT License,5408,null
StZlata,buddypress-events-calendar,https://github.com/StZlata/buddypress-events-calendar,null,0,null
digidem,react-dimensions,https://github.com/digidem/react-dimensions,null,454,null
yodaos-project,yodaos,https://github.com/yodaos-project/yodaos,Apache License 2.0,1171,null
skywind3000,kcp,https://github.com/skywind3000/kcp,MIT License,13274,null
mfuentesg,SyncSettings,https://github.com/mfuentesg/SyncSettings,MIT License,283,null
TheWaterboy,Distribituted-Collaborative-System-,https://github.com/TheWaterboy/Distribituted-Collaborative-System-,Apache License 2.0,0,null
ionide,ionide-vscode-fsharp,https://github.com/ionide/ionide-vscode-fsharp,MIT License,809,null
unrise-choir,null,null,null,null,User not found
eata,glsltuto,https://github.com/EaTa/glsltuto,null,0,null
artpolikarpov,fotorama,https://github.com/artpolikarpov/fotorama,Other,1581,null
pineviewlabs,middlemarch,https://github.com/pineviewlabs/middlemarch,MIT License,37,null
retfest,null,null,null,null,User not found
saleem-hadad,larecipe,https://github.com/saleem-hadad/larecipe,MIT License,2184,null
noppefoxwolf,Kitsunebi,https://github.com/noppefoxwolf/Kitsunebi,MIT License,252,null
wexond,browser-base,https://github.com/wexond/browser-base,null,2616,null
peachcloud,meta,https://github.com/peachcloud/meta,null,35,null
haasn,libplacebo,https://github.com/haasn/libplacebo,GNU Lesser General Public License v2.1,390,null
katzenpost,docs,https://github.com/katzenpost/docs,Creative Commons Attribution Share Alike 4.0 International,53,null
potimatch,null,null,null,null,User not found
lucee,Lucee,https://github.com/lucee/Lucee,GNU Lesser General Public License v2.1,818,null
apache,echarts,https://github.com/apache/echarts,Apache License 2.0,55524,null
cyph,cyph,https://github.com/cyph/cyph,Other,361,null
FreezingMoon,AncientBeast,https://github.com/FreezingMoon/AncientBeast,GNU Affero General Public License v3.0,1319,null
MajoulPlus,null,null,null,null,User not found
MicroPyramid,Django-CRM,https://github.com/MicroPyramid/Django-CRM,MIT License,1537,null
ohmyzh,html5-boilerplate,https://github.com/ohmyzh/html5-boilerplate,MIT License,0,null
swc-project,swc,https://github.com/swc-project/swc,Apache License 2.0,27676,null
Zizzamia,perfume.js,https://github.com/Zizzamia/perfume.js,MIT License,2812,null
anforaProject,anfora,https://github.com/anforaProject/anfora,GNU Affero General Public License v3.0,216,null
zulip,zulip,https://github.com/zulip/zulip,Apache License 2.0,17991,null
asyncapi,spec,https://github.com/asyncapi/spec,Apache License 2.0,3147,null
open-learning-common,null,null,null,null,User not found
pomber,git-history,https://github.com/pomber/git-history,MIT License,13291,null
arzzen,git-quick-stats,https://github.com/arzzen/git-quick-stats,MIT License,5794,null
go-hep,hep,https://github.com/go-hep/hep,"BSD 3-Clause ""New"" or ""Revised"" License",221,null
expede,exceptional,https://github.com/expede/exceptional,MIT License,281,null
