Id,Slug,Type,Name,OpenCollective,Twitter,CodeRepository,GitHubUser,GithubRepository,GitHubStatus,LocationCountry,IsFrozen,IsActive,CreatedAt,UpdatedAt,Budget,Currency
re0adkjr-v8xwm69n-r4bp7z5n-4l93bgoy,reach-ui,COLLECTIVE,Reach UI,https://opencollective.com/reach-ui,https://twitter.com/ReactTraining,https://github.com/reach/reach-ui,https://github.com/reach,https://github.com/reach/reach-ui,Repo found,United States,false,true,2019-10-16T18:21:30.191Z,2020-08-08T05:12:00.904Z,82.75,USD
nmlo94zn-7x08dpoj-ee36ewga-3vjbrky5,uvdesk,COLLECTIVE,Uvdesk Community Opensource,https://opencollective.com/uvdesk,,https://github.com/uvdesk/community-skeleton,https://github.com/uvdesk,https://github.com/uvdesk/community-skeleton,Repo found,,false,true,2019-10-16T18:32:48.316Z,2023-02-07T17:17:42.623Z,0,USD
8a47byg9-nxozdp8b-0kmpmjlv-03rek5w8,spring-cloud-alibaba,COLLECTIVE,spring-cloud-alibaba,https://opencollective.com/spring-cloud-alibaba,,https://github.com/alibaba/pring-cloud-alibaba,https://github.com/alibaba,,Repo not found,,false,true,2019-10-17T08:04:46.224Z,2020-08-08T05:12:00.078Z,0,USD
5ax8emk7-lnw54q74-70xqgyvj-0o93zdrb,gacp,COLLECTIVE,gacp,https://opencollective.com/gacp,,https://github.com/vivaxy/gacp,https://github.com/vivaxy,https://github.com/vivaxy/gacp,Repo found,,false,true,2019-10-17T09:16:39.905Z,2020-08-08T05:11:59.617Z,60,USD
rmvrwng4-kj03dpbg-ymaqz57o-yl9e8xba,react-toastify,COLLECTIVE,react-toastify,https://opencollective.com/react-toastify,,https://github.com/fkhadra/react-toatify,https://github.com/fkhadra,,Repo not found,,false,true,2019-10-17T12:31:53.320Z,2020-08-08T05:11:59.475Z,0,USD
k3z8arxv-eymko60x-4wm6gl5n-bj9w704d,cast-sh,COLLECTIVE,cast-sh,https://opencollective.com/cast-sh,,https://github.com/tunl/cat-sh,https://github.com/tunl,,Repo not found,Brazil,false,true,2019-10-17T15:58:58.261Z,2021-01-28T11:29:36.932Z,0,USD
eejoxl3a-z45w9pa9-zmmqy870-mgkbrvdn,lando,COLLECTIVE,lando,https://opencollective.com/lando,https://twitter.com/devwithlando,https://github.com/lando,https://github.com/lando,,Has no repo URL,United States,false,true,2019-10-17T19:22:36.912Z,2020-10-22T01:06:24.129Z,120,USD
7mywxoz3-409rl6kb-nrn6venb-dj7gk85a,cppjieba,COLLECTIVE,cppjieba,https://opencollective.com/cppjieba,,https://github.com/yanyiwu/cppjieba,https://github.com/yanyiwu,https://github.com/yanyiwu/cppjieba,Repo found,,false,true,2019-10-19T12:09:22.640Z,2020-08-08T05:11:52.021Z,0,USD
zzaxon79-3jy8gplx-4gjpbrkd-emwl5v04,gojieba,COLLECTIVE,gojieba,https://opencollective.com/gojieba,,https://github.com/yanyiwu/gojieba,https://github.com/yanyiwu,https://github.com/yanyiwu/gojieba,Repo found,,false,true,2019-10-19T12:11:26.281Z,2020-08-08T05:11:51.798Z,0,USD
bvrgbk35-7l4x96eg-ebkpomew-a0jdyzn8,typograf,COLLECTIVE,Typograf,https://opencollective.com/typograf,,https://github.com/typograf/typograf,https://github.com/typograf,https://github.com/typograf/typograf,Repo found,Russia,false,true,2019-10-20T06:21:18.453Z,2020-08-08T05:11:51.645Z,0,USD
bvrgbk35-7l4x96eg-595pomew-a0jdyzn8,iris-social,COLLECTIVE,Iris,https://opencollective.com/iris-social,https://twitter.com/iristoapp,https://github.com/irislib/iris-messenger,https://github.com/irislib,https://github.com/irislib/iris-messenger,Repo found,United States,false,true,2019-10-21T15:53:29.144Z,2023-02-07T21:05:41.917Z,600.27,USD
7mywxoz3-409rl6kb-x9y6venb-dj7gk85a,react-simple-animate,COLLECTIVE,React Simple Animate,https://opencollective.com/react-simple-animate,,https://github.com/bluebill1049/react-imple-animate,https://github.com/bluebill1049,,Repo not found,,false,true,2019-10-22T00:27:08.801Z,2020-08-08T05:11:45.725Z,0,USD
vjrkx5lm-nv904qjo-3az68bwa-7zdygoe3,colour-science,COLLECTIVE,Colour Science,https://opencollective.com/colour-science,https://twitter.com/colour_science,https://github.com/colour-science,https://github.com/colour-science,,Has no repo URL,,false,true,2019-10-22T07:28:20.127Z,2023-02-07T17:17:42.965Z,3405.53,USD
bvrgbk35-7l4x96eg-55kpomew-a0jdyzn8,flutter-webrtc,COLLECTIVE,flutter-webrtc,https://opencollective.com/flutter-webrtc,https://twitter.com/cloudwebrtc,https://github.com/cloudwebrtc/flutter-webrtc,https://github.com/cloudwebrtc,https://github.com/flutter-webrtc/flutter-webrtc,Repo found,China,false,true,2019-10-23T02:07:58.500Z,2021-10-07T11:15:10.806Z,5080.88,USD
7mywxoz3-409rl6kb-jww6venb-dj7gk85a,sheerun,COLLECTIVE,Adam Stankiewicz,https://opencollective.com/sheerun,https://twitter.com/sheerun,https://github.com/heerun,https://github.com/heerun,,Has no repo URL,Poland,false,true,2019-10-23T08:19:59.277Z,2019-12-01T16:33:24.891Z,0,USD
nmlo94zn-7x08dpoj-kyo6ewga-3vjbrky5,rsschool,COLLECTIVE,RS School,https://opencollective.com/rsschool,,https://github.com/rolling-scopes/rsschool-app,https://github.com/rolling-scopes,https://github.com/rolling-scopes/rsschool-app,Repo found,,false,true,2019-10-23T09:02:53.257Z,2022-12-30T12:46:07.590Z,2944.94,USD
x8k03rey-d5agmq55-deyqlbwo-z7j4nxv9,material-table,COLLECTIVE,material-table,https://opencollective.com/material-table,,https://github.com/mbrn/material-table,https://github.com/mbrn,https://github.com/mbrn/material-table,Repo found,,false,true,2019-10-23T11:34:41.577Z,2020-08-08T05:11:40.469Z,0,USD
53kzxy4v-07wlr6m9-mdkpmj9n-o8agdbe5,recharts,COLLECTIVE,recharts,https://opencollective.com/recharts,,https://github.com/rechart/recharts,https://github.com/rechart,,Repo not found,,false,true,2019-10-23T16:36:25.554Z,2023-05-05T07:29:06.713Z,582.11,USD
7mywxoz3-409rl6kb-jll6venb-dj7gk85a,easy-peasy,COLLECTIVE,Easy Peasy,https://opencollective.com/easy-peasy,https://twitter.com/controlplusb,https://github.com/ctrlplusb/easy-peasy,https://github.com/ctrlplusb,https://github.com/ctrlplusb/easy-peasy,Repo found,United Kingdom,false,true,2019-10-24T11:26:49.081Z,2020-10-15T06:39:16.261Z,911,USD
4rxg0j35-lzkwm6vr-e8mpvoe9-8n47daby,redeclipse,COLLECTIVE,Red Eclipse,https://opencollective.com/redeclipse,,https://github.com/redeclipse,https://github.com/redeclipse,,Has no repo URL,Australia,false,true,2019-10-24T14:41:36.958Z,2022-01-15T03:28:09.133Z,36.45,USD
rmvrwng4-kj03dpbg-0z9qz57o-yl9e8xba,criticalmaps,COLLECTIVE,Critical Maps,https://opencollective.com/criticalmaps,https://twitter.com/criticalmaps,https://github.com/criticalmaps,https://github.com/criticalmaps,,Has no repo URL,Germany,false,true,2019-10-24T15:58:01.389Z,2023-02-07T17:17:42.800Z,442.66,USD
eeng0kzd-yvor4pza-5moqbma8-37xlw95j,fc-angular,COLLECTIVE,fc-angular,https://opencollective.com/fc-angular,,https://github.com/FE-free/fc-angular,https://github.com/FE-free,https://github.com/FE-free/fc-angular,Repo found,,false,true,2019-10-25T01:23:40.734Z,2020-08-08T05:11:34.103Z,0,USD
03k0exgz-nm8yj645-ex5q5wao-9r7b4dlv,upic,COLLECTIVE,uPic,https://opencollective.com/upic,https://twitter.com/geee1k,https://github.com/gee1k/uPic,https://github.com/gee1k,https://github.com/gee1k/uPic,Repo found,,false,true,2019-10-25T03:04:03.201Z,2020-08-08T05:11:33.936Z,0,USD
03k0exgz-nm8yj645-4r9q5wao-9r7b4dlv,vue-tables-2,COLLECTIVE,Vue Tables 2,https://opencollective.com/vue-tables-2,,https://github.com/matfish2/vue-tables-2,https://github.com/matfish2,https://github.com/matfish2/vue-tables-2,Repo found,,false,true,2019-10-26T20:35:17.994Z,2020-08-08T05:11:33.957Z,0,USD
eeng0kzd-yvor4pza-37rqbma8-37xlw95j,awesome-education,COLLECTIVE,awesome-education,https://opencollective.com/awesome-education,,https://github.com/wowlusitong/awesome-education,https://github.com/wowlusitong,https://github.com/wowlusitong/awesome-education,Repo found,,false,true,2019-10-27T07:35:33.806Z,2020-08-08T05:11:33.778Z,0,USD
vjrkx5lm-nv904qjo-eom68bwa-7zdygoe3,berrynet,COLLECTIVE,BerryNet,https://opencollective.com/berrynet,,https://github.com/DT42/BerryNet,https://github.com/DT42,https://github.com/DT42/BerryNet,Repo found,,false,true,2019-10-27T09:32:46.923Z,2020-08-08T05:11:33.728Z,0,USD
rvedj9wr-oz3a56dm-jbz67blg-8x4m0ykn,opensourcewebsite,COLLECTIVE,OpenSourceWebsite,https://opencollective.com/opensourcewebsite,,https://github.com/opensourcewebsite-org/opensourcewebsite-org,https://github.com/opensourcewebsite-org,https://github.com/opensourcewebsite-org/opensourcewebsite-org,Repo found,Thailand,false,true,2019-10-28T05:33:01.703Z,2021-10-13T04:32:08.206Z,0,USD
rvedj9wr-oz3a56dm-jkz67blg-8x4m0ykn,wpackio,COLLECTIVE,WPACK.IO - Webpack dev server for WordPress,https://opencollective.com/wpackio,https://twitter.com/swashata,https://github.com/swashata/wp-webpack-script,https://github.com/swashata,https://github.com/swashata/wp-webpack-script,Repo found,India,false,true,2019-10-28T08:02:55.071Z,2020-08-08T05:11:33.351Z,9.1,USD
5ax8emk7-lnw54q74-mlwqgyvj-0o93zdrb,staart,COLLECTIVE,Staart,https://opencollective.com/staart,,https://github.com/staart,https://github.com/staart,,Has no repo URL,Netherlands,false,true,2019-10-28T19:29:03.102Z,2020-08-08T05:11:33.178Z,0,USD
5ax8emk7-lnw54q7v-0zmqgyvj-0o93zdrb,nexrender,COLLECTIVE,nexrender,https://opencollective.com/nexrender,,https://github.com/inlife/nexrender,https://github.com/inlife,https://github.com/inlife/nexrender,Repo found,,false,true,2019-10-30T09:13:51.562Z,2022-04-21T09:21:50.370Z,267.93,USD
dgm9bnk8-0437xqrb-ejo6vzeo-ljdayw5r,prism,COLLECTIVE,Prism,https://opencollective.com/prism,,https://github.com/prim-rb/prism,https://github.com/prim-rb,,Repo not found,New Zealand,false,true,2019-10-30T11:48:51.798Z,2023-02-07T17:17:37.330Z,84.69,USD
x8k03rey-d5agmq5b-45yqlbwo-z7j4nxv9,gqless,COLLECTIVE,gqless,https://opencollective.com/gqless,https://twitter.com/gqlessdev,https://github.com/samdenty/gqless,https://github.com/samdenty,https://github.com/samdenty/gqless,Repo found,,false,true,2019-10-30T11:55:25.456Z,2020-08-08T05:11:30.309Z,0,USD
k3z8arxv-eymko60r-e0m6gl5n-bj9w704d,radio-station,COLLECTIVE,Radio Station by netmix®,https://opencollective.com/radio-station,https://twitter.com/RadioStationPRO,https://github.com/netmix/radio-tation,https://github.com/netmix,,Repo not found,United States,false,true,2019-10-30T21:20:47.917Z,2022-08-09T02:08:56.739Z,0,USD
88rzownx-l9e50px7-g4j6ymvb-dgk7j43a,select2,COLLECTIVE,Select2,https://opencollective.com/select2,,https://github.com/elect2/select2,https://github.com/elect2,,Repo not found,United States,false,true,2019-10-31T01:46:08.415Z,2020-08-08T05:11:29.980Z,0,USD
re0adkjr-v8xwm69y-xmmq7z5n-4l93bgoy,antvis,COLLECTIVE,antvis,https://opencollective.com/antvis,,https://github.com/antvis,https://github.com/antvis,,Has no repo URL,,false,true,2019-10-31T03:33:55.950Z,2023-05-17T10:15:51.805Z,0.66,USD
7mywxoz3-409rl6km-waypvenb-dj7gk85a,silex,COLLECTIVE,Silex live web creation,https://opencollective.com/silex,https://twitter.com/silex_me,https://github.com/silexlabs/Silex,https://github.com/silexlabs,https://github.com/silexlabs/Silex,Repo found,,false,true,2019-10-31T11:10:33.124Z,2023-06-26T12:21:18.467Z,2437.84,USD
0n4gx0br-ov5m96nd-znypd8lk-3ey7jzwa,vue-page-stack,COLLECTIVE,vue-page-stack,https://opencollective.com/vue-page-stack,,https://github.com/hezhongfeng/vue-page-tack,https://github.com/hezhongfeng,,Repo not found,,false,true,2019-11-01T02:58:25.175Z,2020-08-08T05:11:19.770Z,0,USD
dgm9bnk8-0437xqrb-elk6vzeo-ljdayw5r,chatwoot,COLLECTIVE,Chatwoot,https://opencollective.com/chatwoot,https://twitter.com/chatwootapp,https://github.com/chatwoot,https://github.com/chatwoot,,Has no repo URL,United States,false,true,2019-11-01T15:56:38.303Z,2022-01-06T08:30:47.341Z,193.5,USD
88rzownx-l9e50px7-yy36ymvb-dgk7j43a,depcheck,COLLECTIVE,depcheck,https://opencollective.com/depcheck,,https://github.com/depcheck,https://github.com/depcheck,,Has no repo URL,,false,true,2019-11-01T21:42:10.056Z,2023-02-07T17:17:37.681Z,0,USD
7mywxoz3-409rl6km-gmbpvenb-dj7gk85a,gitthermal,COLLECTIVE,Thermal,https://opencollective.com/gitthermal,https://twitter.com/gitthermal,https://github.com/gitthermal,https://github.com/gitthermal,,Has no repo URL,,false,true,2019-11-02T11:17:06.109Z,2020-08-08T05:11:16.255Z,0,USD
rmvrwng4-kj03dpbj-mb0qz57o-yl9e8xba,pomoday-project,COLLECTIVE,Pomoday,https://opencollective.com/pomoday-project,,https://github.com/huytd/pomoday-v2,https://github.com/huytd,https://github.com/huytd/pomoday-v2,Repo found,,false,true,2019-11-02T20:43:10.955Z,2020-08-08T05:11:15.167Z,0,USD
rvedj9wr-oz3a56dv-3oz67blg-8x4m0ykn,lairdubois-opencutlist-sketchup-extension,COLLECTIVE,OpenCutList,https://opencollective.com/lairdubois-opencutlist-sketchup-extension,https://twitter.com/LAirDuBois,https://github.com/lairdubois/lairdubois-opencutlist-sketchup-extension,https://github.com/lairdubois,https://github.com/lairdubois/lairdubois-opencutlist-sketchup-extension,Repo found,France,false,true,2019-11-03T08:00:06.915Z,2023-03-20T20:57:44.477Z,14293.68,USD
4rxg0j35-lzkwm6va-5l06voe9-8n47daby,open-streaming-platform,COLLECTIVE,Open Streaming Platform,https://opencollective.com/open-streaming-platform,https://twitter.com/OSP_App,https://gitlab.com/osp-group/flask-nginx-rtmp-manager,,,Has no repo URL,United States,false,true,2019-11-04T01:19:21.491Z,2022-09-05T12:44:43.191Z,356.38,USD
53kzxy4v-07wlr6mr-vo7pmj9n-o8agdbe5,diet,COLLECTIVE,diet,https://opencollective.com/diet,,https://github.com/adamhalasz/diet,https://github.com/adamhalasz,https://github.com/adamhalasz/diet,Repo found,,false,true,2019-11-04T11:26:52.479Z,2020-08-08T05:11:14.592Z,0,USD
5ax8emk7-lnw54q7v-5dyqgyvj-0o93zdrb,uniqid,COLLECTIVE,uniqid,https://opencollective.com/uniqid,,https://github.com/adamhalasz/uniqid,https://github.com/adamhalasz,https://github.com/adamhalasz/uniqid,Repo found,,false,true,2019-11-04T11:27:10.666Z,2020-08-08T05:11:14.451Z,0,USD
ov349mrw-gz75lpy3-5o5qa08d-jeybknox,jira-plugin,COLLECTIVE,jira-plugin,https://opencollective.com/jira-plugin,,https://github.com/gioboa/jira-plugin,https://github.com/gioboa,https://github.com/gioboa/jira-plugin,Repo found,,false,true,2019-11-04T21:56:49.297Z,2023-02-07T17:17:32.798Z,0,USD
8a47byg9-nxozdp8z-xrbpmjlv-03rek5w8,remark42,COLLECTIVE,Remark42,https://opencollective.com/remark42,,https://github.com/umputun/remark,https://github.com/umputun,https://github.com/umputun/remark42,Repo found,,false,true,2019-11-04T22:16:19.121Z,2020-08-08T05:11:13.929Z,0,USD
vjrkx5lm-nv904qj9-lym68bwa-7zdygoe3,rustorm,COLLECTIVE,rustorm,https://opencollective.com/rustorm,,https://github.com/ivanceras/rustorm,https://github.com/ivanceras,https://github.com/ivanceras/rustorm,Repo found,,false,true,2019-11-05T13:12:12.473Z,2020-08-08T05:11:11.068Z,0,USD
re0adkjr-v8xwm69y-ojkq7z5n-4l93bgoy,openxray,COLLECTIVE,OpenXRay,https://opencollective.com/openxray,https://twitter.com/OpenXRay,https://github.com/OpenXRay,https://github.com/OpenXRay,,Has no repo URL,,false,true,2019-11-05T17:55:22.113Z,2021-02-06T12:35:19.221Z,158.73,USD
0n4gx0br-ov5m96nd-kxgpd8lk-3ey7jzwa,purescript,COLLECTIVE,PureScript,https://opencollective.com/purescript,,https://github.com/purescript,https://github.com/purescript,,Has no repo URL,,false,true,2019-11-06T18:02:43.963Z,2023-08-01T14:33:58.586Z,661.77,USD
x8k03rey-d5agmq5b-xbgqlbwo-z7j4nxv9,lantern,COLLECTIVE,Lantern,https://opencollective.com/lantern,,https://github.com/RoyalIcing/Lantern,https://github.com/RoyalIcing,https://github.com/RoyalIcing/Lantern,Repo found,Australia,false,true,2019-11-08T03:56:38.859Z,2020-08-08T05:11:04.368Z,0,USD
eejoxl3a-z45w9pam-anwpy870-mgkbrvdn,wx-promise-pro,COLLECTIVE,wx-promise-pro,https://opencollective.com/wx-promise-pro,,https://github.com/youngjuning/wx-promie-pro,https://github.com/youngjuning,,Repo not found,,false,true,2019-11-08T07:35:02.404Z,2020-08-08T05:11:03.637Z,0,USD
53kzxy4v-07wlr6mr-da7pmj9n-o8agdbe5,walletpass,COLLECTIVE,WalletPass,https://opencollective.com/walletpass,,https://github.com/walletpass,https://github.com/walletpass,,Has no repo URL,,false,true,2019-11-10T04:51:43.753Z,2020-08-08T05:11:01.430Z,0,USD
lk9mbw7y-48r3zq30-548q0ej5-lavnodgx,netbootxyz,COLLECTIVE,netboot.xyz,https://opencollective.com/netbootxyz,https://twitter.com/netbootxyz,https://github.com/netbootxyz/netboot.xyz,https://github.com/netbootxyz,https://github.com/netbootxyz/netboot.xyz,Repo found,United States,false,true,2019-11-11T14:12:35.009Z,2021-10-04T10:42:36.715Z,246.16,USD
53kzxy4v-07wlr6mr-90ypmj9n-o8agdbe5,existdb,COLLECTIVE,eXist-db,https://opencollective.com/existdb,https://twitter.com/existdb,https://github.com/eXist-db,https://github.com/eXist-db,,Has no repo URL,Germany,false,true,2019-11-12T12:08:15.821Z,2023-02-07T17:17:42.784Z,0,USD
vjrkx5lm-nv904qj9-ovk68bwa-7zdygoe3,flubucore,COLLECTIVE,FlubuCore,https://opencollective.com/flubucore,,https://github.com/dotnetcore/FlubuCore,https://github.com/dotnetcore,https://github.com/dotnetcore/FlubuCore,Repo found,Slovenia,false,true,2019-11-12T15:28:15.621Z,2020-08-08T05:10:59.294Z,0,USD
7ywz9j4a-vgod8pgo-v0jqmr35-nxklb0e7,algorithm,COLLECTIVE,algorithm,https://opencollective.com/algorithm,https://twitter.com/Benedict_Jin,https://github.com/asdf2014/algorithm,https://github.com/asdf2014,https://github.com/asdf2014/algorithm,Repo found,China,false,true,2019-11-12T18:25:57.544Z,2020-08-08T05:10:59.045Z,0,USD
7ywz9j4a-vgod8pgo-vnjqmr35-nxklb0e7,morelinq,COLLECTIVE,MoreLINQ,https://opencollective.com/morelinq,,https://github.com/morelinq,https://github.com/morelinq,,Has no repo URL,,false,true,2019-11-12T21:03:19.129Z,2020-08-08T05:10:58.532Z,0,USD
zzaxon79-3jy8gplr-x5dpbrkd-emwl5v04,infyomlabs,COLLECTIVE,InfyOm Laravel Generator,https://opencollective.com/infyomlabs,https://twitter.com/infyom,https://github.com/InfyOmLabs,https://github.com/InfyOmLabs,,Has no repo URL,India,false,true,2019-11-13T05:09:39.064Z,2020-08-08T05:11:00.313Z,27.48,USD
03k0exgz-nm8yj64d-d8m65wao-9r7b4dlv,slideshowp2,COLLECTIVE,slideshowp2's blog,https://opencollective.com/slideshowp2,,https://github.com/mrdulin/blog,https://github.com/mrdulin,https://github.com/mrdulin/blog,Repo found,,false,true,2019-11-13T06:41:53.947Z,2020-08-08T05:10:55.803Z,0,USD
eeng0kzd-yvor4pzg-g8bqbma8-37xlw95j,niui,COLLECTIVE,niui,https://opencollective.com/niui,https://twitter.com/niuidev,https://github.com/radogado/niui,https://github.com/radogado,https://github.com/radogado/niui,Repo found,Bulgaria,false,true,2019-11-13T10:19:44.558Z,2020-08-08T05:10:55.692Z,0,USD
5ax8emk7-lnw54q7v-vxdqgyvj-0o93zdrb,handycontrol,COLLECTIVE,HandyControl,https://opencollective.com/handycontrol,,https://github.com/HandyOrg/HandyControl,https://github.com/HandyOrg,https://github.com/HandyOrg/HandyControl,Repo found,China,false,true,2019-11-13T12:49:06.621Z,2020-08-08T05:10:52.326Z,83.49,USD
88rzownx-l9e50px7-7w36ymvb-dgk7j43a,tysimulator,COLLECTIVE,TySimulator,https://opencollective.com/tysimulator,,https://github.com/ty0x2333/TySimulator,https://github.com/ty0x2333,https://github.com/ty0x2333/TySimulator,Repo found,China,false,true,2019-11-13T22:21:30.902Z,2020-08-08T05:10:51.972Z,0,USD
eeng0kzd-yvor4pzg-gmrqbma8-37xlw95j,fireo,COLLECTIVE,FireO,https://opencollective.com/fireo,,https://github.com/octabytes/FireO,https://github.com/octabytes,https://github.com/octabytes/FireO,Repo found,,false,true,2019-11-14T10:34:13.700Z,2020-08-08T05:10:51.842Z,0,USD
7mywxoz3-409rl6km-mrypvenb-dj7gk85a,fx,COLLECTIVE,fx-contributors,https://opencollective.com/fx,,https://github.com/metrue/fx,https://github.com/metrue,https://github.com/metrue/fx,Repo found,,false,true,2019-11-15T01:06:13.392Z,2020-08-08T05:10:51.666Z,0,USD
53kzxy4v-07wlr6mr-rwypmj9n-o8agdbe5,nginx-admins-handbook,COLLECTIVE,nginx-admins-handbook,https://opencollective.com/nginx-admins-handbook,,https://github.com/trimstray/nginx-admins-handbook,https://github.com/trimstray,https://github.com/trimstray/nginx-admins-handbook,Repo found,,false,true,2019-11-15T07:23:02.429Z,2020-08-08T05:10:51.435Z,0,USD
7mywxoz3-409rl6km-mnypvenb-dj7gk85a,the-book-of-secret-knowledge,COLLECTIVE,the-book-of-secret-knowledge,https://opencollective.com/the-book-of-secret-knowledge,,https://github.com/trimstray/the-book-of-secret-knowledge,https://github.com/trimstray,https://github.com/trimstray/the-book-of-secret-knowledge,Repo found,,false,true,2019-11-15T07:31:49.858Z,2020-08-08T05:10:51.232Z,0,USD
zzaxon79-3jy8gplr-r49pbrkd-emwl5v04,the-practical-linux-hardening-guide,COLLECTIVE,the-practical-linux-hardening-guide,https://opencollective.com/the-practical-linux-hardening-guide,,https://github.com/trimstray/the-practical-linux-hardening-guide,https://github.com/trimstray,https://github.com/trimstray/the-practical-linux-hardening-guide,Repo found,,false,true,2019-11-15T07:34:26.319Z,2020-08-08T05:10:50.744Z,0,USD
re0adkjr-v8xwm69y-yzlq7z5n-4l93bgoy,htracesh,COLLECTIVE,htrace.sh,https://opencollective.com/htracesh,,https://github.com/trimstray/htrace.sh,https://github.com/trimstray,https://github.com/trimstray/htrace.sh,Repo found,,false,true,2019-11-15T07:34:58.515Z,2020-08-08T05:10:50.608Z,0,USD
eejoxl3a-z45w9pam-merpy870-mgkbrvdn,form-render,COLLECTIVE,FormRender,https://opencollective.com/form-render,,https://github.com/alibaba/form-render,https://github.com/alibaba,https://github.com/alibaba/x-render,Repo found,,false,true,2019-11-15T09:17:58.300Z,2020-08-08T05:10:50.384Z,0,USD
53kzxy4v-07wlr6mr-eempmj9n-o8agdbe5,enhanced-github,COLLECTIVE,enhanced-github,https://opencollective.com/enhanced-github,,https://github.com/softvar/enhanced-github,https://github.com/softvar,https://github.com/softvar/enhanced-github,Repo found,,false,true,2019-11-16T15:09:11.549Z,2020-08-08T05:10:50.178Z,0,USD
5ax8emk7-lnw54q7v-nnmqgyvj-0o93zdrb,translatr,COLLECTIVE,translatr,https://opencollective.com/translatr,,https://github.com/softvar/translatr,https://github.com/softvar,https://github.com/softvar/translatr,Repo found,,false,true,2019-11-16T15:18:24.227Z,2020-08-08T05:10:49.943Z,0,USD
rvedj9wr-oz3a56dv-7lz67blg-8x4m0ykn,buttercake,COLLECTIVE,Butter Cake,https://opencollective.com/buttercake,,https://github.com/HimasRafeek/butterCake,https://github.com/HimasRafeek,https://github.com/HimasRafeek/butterCake,Repo found,,false,true,2019-11-20T12:45:40.824Z,2020-08-08T05:10:49.596Z,0,USD
eejoxl3a-z45w9pam-n4mpy870-mgkbrvdn,django-river,COLLECTIVE,django-river,https://opencollective.com/django-river,https://twitter.com/ceahmetdal,https://github.com/javrasya/django-river,https://github.com/javrasya,https://github.com/javrasya/django-river,Repo found,,false,true,2019-11-20T16:38:09.848Z,2020-08-08T05:10:49.449Z,0,USD
03k0exgz-nm8yj64d-7r765wao-9r7b4dlv,fexo,COLLECTIVE,fexo,https://opencollective.com/fexo,,https://github.com/forsigner/fexo,https://github.com/forsigner,https://github.com/forsigner/fexo,Repo found,,false,true,2019-11-21T14:20:41.277Z,2020-08-08T05:10:49.109Z,0,USD
nmlo94zn-7x08dpor-933pewga-3vjbrky5,stashapp,COLLECTIVE,StashApp,https://opencollective.com/stashapp,,https://github.com/stashapp,https://github.com/stashapp,,Has no repo URL,,false,true,2019-11-21T18:25:49.609Z,2022-10-17T14:40:43.764Z,21736.63,USD
88rzownx-l9e50px7-xw36ymvb-dgk7j43a,parsecsv,COLLECTIVE,ParseCsv,https://opencollective.com/parsecsv,,https://github.com/parsecsv/parsecsv-for-php,https://github.com/parsecsv,https://github.com/parsecsv/parsecsv-for-php,Repo found,,false,true,2019-11-22T07:50:02.323Z,2020-08-08T05:10:47.610Z,0,USD
88rzownx-l9e50px7-xzj6ymvb-dgk7j43a,libspng,COLLECTIVE,libspng,https://opencollective.com/libspng,,https://github.com/randy408/libpng,https://github.com/randy408,https://github.com/randy408/libpng,Repo found,Romania,false,true,2019-11-23T11:07:04.837Z,2022-08-22T01:52:10.788Z,4.5,USD
53kzxy4v-07wlr6mr-xk7pmj9n-o8agdbe5,altdrag,COLLECTIVE,AltDrag,https://opencollective.com/altdrag,,https://github.com/stefansundin/altdrag,https://github.com/stefansundin,https://github.com/stefansundin/altdrag,Repo found,,false,true,2019-11-24T23:36:12.261Z,2020-08-08T05:10:44.406Z,0,USD
7ywz9j4a-vgod8pgo-kwjqmr35-nxklb0e7,awesome-ai-books,COLLECTIVE,awesome-ai-books,https://opencollective.com/awesome-ai-books,,https://github.com/zslucky/awesome-AI-books,https://github.com/zslucky,https://github.com/zslucky/awesome-AI-books,Repo found,,false,true,2019-11-25T01:06:31.026Z,2020-08-08T05:10:44.235Z,0,USD
nmlo94zn-7x08dpor-n9opewga-3vjbrky5,cadcad1,COLLECTIVE,cadCAD,https://opencollective.com/cadcad1,,https://github.com/BlockScience/cadCAD,https://github.com/BlockScience,https://github.com/cadCAD-org/cadCAD,Repo found,United States,false,true,2019-11-25T15:05:16.268Z,2020-07-19T05:09:51.152Z,82.75,USD
lk9mbw7y-48r3zq30-aadq0ej5-lavnodgx,jaeles-project,COLLECTIVE,Jaeles Project,https://opencollective.com/jaeles-project,https://twitter.com/j3ssiejjj,https://github.com/jaele-project/jaeles,https://github.com/jaele-project,,Repo not found,,false,true,2019-11-25T18:36:01.944Z,2023-02-07T17:17:39.867Z,315.87,USD
ggnxdwzj-3le5mpw0-4kv6y8rv-bko04a97,react-numpad,COLLECTIVE,react-numpad,https://opencollective.com/react-numpad,,https://github.com/gpietro/react-numpad,https://github.com/gpietro,https://github.com/gpietro/react-numpad,Repo found,,false,true,2019-11-28T15:13:02.508Z,2020-08-08T05:10:43.723Z,0,USD
rvedj9wr-oz3a56dv-oel67blg-8x4m0ykn,rxts,COLLECTIVE,RxTS,https://opencollective.com/rxts,https://twitter.com/JounQin,https://github.com/rx-ts,https://github.com/rx-ts,,Has no repo URL,China,false,true,2019-11-29T08:18:14.629Z,2023-02-07T17:17:41.127Z,0,USD
